Age,Male,Female,NHWM,NHBM,NHWF,NHBF,HM,HF,Male_SE,Female_SE,NHWM_SE,NHBM_SE,NHWF_SE,NHBF_SE,HM_SE,HF_SE
125,0.0755164296,0.1014940958,0.1262609146,0.1324505181,0.1286069702,0.1458703623,0.1354914636,0.1856978307,0.0039229456,0.0065319677,0.0073221299,0.0179053096,0.0095370892,0.0214759476,0.0311935657,0.0535200021
126,0.0755164296,0.1014940958,0.1262609146,0.1324505181,0.1286069702,0.1458703623,0.1354914636,0.1856978307,0.0039229456,0.0065319677,0.0073221299,0.0179053096,0.0095370892,0.0214759476,0.0311935657,0.0535200021
127,0.0755164296,0.1014940958,0.1262609146,0.1324505181,0.1286069702,0.1458703623,0.1354914636,0.1856978307,0.0039229456,0.0065319677,0.0073221299,0.0179053096,0.0095370892,0.0214759476,0.0311935657,0.0535200021
128,0.0755164296,0.1014940958,0.1262609146,0.1324505181,0.1286069702,0.1458703623,0.1354914636,0.1856978307,0.0039229456,0.0065319677,0.0073221299,0.0179053096,0.0095370892,0.0214759476,0.0311935657,0.0535200021
129,0.0755164296,0.1014940958,0.1262609146,0.1324505181,0.1286069702,0.1458703623,0.1354914636,0.1856978307,0.0039229456,0.0065319677,0.0073221299,0.0179053096,0.0095370892,0.0214759476,0.0311935657,0.0535200021
130,0.0755164296,0.1014940958,0.1262609146,0.1324505181,0.1286069702,0.1458703623,0.1354914636,0.1856978307,0.0039229456,0.0065319677,0.0073221299,0.0179053096,0.0095370892,0.0214759476,0.0311935657,0.0535200021
131,0.0755164296,0.1014940958,0.1262609146,0.1324505181,0.1286069702,0.1458703623,0.1354914636,0.1856978307,0.0039229456,0.0065319677,0.0073221299,0.0179053096,0.0095370892,0.0214759476,0.0311935657,0.0535200021
132,0.0755164296,0.1014940958,0.1262609146,0.1324505181,0.1286069702,0.1458703623,0.1354914636,0.1856978307,0.0039229456,0.0065319677,0.0073221299,0.0179053096,0.0095370892,0.0214759476,0.0311935657,0.0535200021
133,0.0755164296,0.1014940958,0.1262609146,0.1324505181,0.1286069702,0.1458703623,0.1354914636,0.1856978307,0.0039229456,0.0065319677,0.0073221299,0.0179053096,0.0095370892,0.0214759476,0.0311935657,0.0535200021
134,0.0755164296,0.1014940958,0.1262609146,0.1324505181,0.1286069702,0.1458703623,0.1354914636,0.1856978307,0.0039229456,0.0065319677,0.0073221299,0.0179053096,0.0095370892,0.0214759476,0.0311935657,0.0535200021
135,0.0755164296,0.1014940958,0.1262609146,0.1324505181,0.1286069702,0.1458703623,0.1354914636,0.1856978307,0.0039229456,0.0065319677,0.0073221299,0.0179053096,0.0095370892,0.0214759476,0.0311935657,0.0535200021
136,0.0755164296,0.1014940958,0.1262609146,0.1324505181,0.1286069702,0.1458703623,0.1354914636,0.1856978307,0.0039229456,0.0065319677,0.0073221299,0.0179053096,0.0095370892,0.0214759476,0.0311935657,0.0535200021
137,0.0755164296,0.1014940958,0.1262609146,0.1324505181,0.1286069702,0.1458703623,0.1354914636,0.1856978307,0.0039229456,0.0065319677,0.0073221299,0.0179053096,0.0095370892,0.0214759476,0.0311935657,0.0535200021
138,0.0755164296,0.1014940958,0.1262609146,0.1324505181,0.1286069702,0.1458703623,0.1354914636,0.1856978307,0.0039229456,0.0065319677,0.0073221299,0.0179053096,0.0095370892,0.0214759476,0.0311935657,0.0535200021
139,0.0755164296,0.1014940958,0.1262609146,0.1324505181,0.1286069702,0.1458703623,0.1354914636,0.1856978307,0.0039229456,0.0065319677,0.0073221299,0.0179053096,0.0095370892,0.0214759476,0.0311935657,0.0535200021
140,0.0755164296,0.1014940958,0.1262609146,0.1324505181,0.1286069702,0.1458703623,0.1354914636,0.1856978307,0.0039229456,0.0065319677,0.0073221299,0.0179053096,0.0095370892,0.0214759476,0.0311935657,0.0535200021
141,0.0755164296,0.1014940958,0.1262609146,0.1324505181,0.1286069702,0.1458703623,0.1354914636,0.1856978307,0.0039229456,0.0065319677,0.0073221299,0.0179053096,0.0095370892,0.0214759476,0.0311935657,0.0535200021
142,0.0755164296,0.1014940958,0.1262609146,0.1324505181,0.1286069702,0.1458703623,0.1354914636,0.1856978307,0.0039229456,0.0065319677,0.0073221299,0.0179053096,0.0095370892,0.0214759476,0.0311935657,0.0535200021
143,0.0755164296,0.1014940958,0.1262609146,0.1324505181,0.1286069702,0.1458703623,0.1354914636,0.1856978307,0.0039229456,0.0065319677,0.0073221299,0.0179053096,0.0095370892,0.0214759476,0.0311935657,0.0535200021
144,0.0755164296,0.1014940958,0.1262609146,0.1324505181,0.1286069702,0.1458703623,0.1354914636,0.1856978307,0.0039229456,0.0065319677,0.0073221299,0.0179053096,0.0095370892,0.0214759476,0.0311935657,0.0535200021
145,0.0755164296,0.1014940958,0.1262609146,0.1324505181,0.1286069702,0.1458703623,0.1354914636,0.1856978307,0.0039229456,0.0065319677,0.0073221299,0.0179053096,0.0095370892,0.0214759476,0.0311935657,0.0535200021
146,0.0755164296,0.1014940958,0.1262609146,0.1324505181,0.1286069702,0.1458703623,0.1354914636,0.1856978307,0.0039229456,0.0065319677,0.0073221299,0.0179053096,0.0095370892,0.0214759476,0.0311935657,0.0535200021
147,0.0755164296,0.1014940958,0.1262609146,0.1324505181,0.1286069702,0.1458703623,0.1354914636,0.1856978307,0.0039229456,0.0065319677,0.0073221299,0.0179053096,0.0095370892,0.0214759476,0.0311935657,0.0535200021
148,0.0755164296,0.1014940958,0.1262609146,0.1324505181,0.1286069702,0.1458703623,0.1354914636,0.1856978307,0.0039229456,0.0065319677,0.0073221299,0.0179053096,0.0095370892,0.0214759476,0.0311935657,0.0535200021
149,0.0755164296,0.1014940958,0.1262609146,0.1324505181,0.1286069702,0.1458703623,0.1354914636,0.1856978307,0.0039229456,0.0065319677,0.0073221299,0.0179053096,0.0095370892,0.0214759476,0.0311935657,0.0535200021
150,0.0755164296,0.1014940958,0.1262609146,0.1324505181,0.1286069702,0.1458703623,0.1354914636,0.1856978307,0.0039229456,0.0065319677,0.0073221299,0.0179053096,0.0095370892,0.0214759476,0.0311935657,0.0535200021
